site_id,field_id,field_path,section,value_type,evidence_class,expected_state,expected_value_json,example_value_json,observed_state,observed_value_json,match_rule,outcome,run_id,site,model,mode,rep,analysis_weight,profile_path,measurement_state,measurement_value_json,evidence_sources,is_error
anvil,1,/scheduler_type,scheduler,string,configuration,has_value,"""slurm""","""slurm""",has_value,"""slurm""",exact_trimmed_lower,correct_value,3fb1bb16-0484-40a7-bee0-1eecb2cbe43d,anvil,gpt-5-mini,bm25,1,0.3333333333333333,evaluation/profile-runs/anvil-gpt-5-mini-bm25-rep1/site-profile.json,has_value,"""slurm""",measurement,False
anvil,2,/slurm/version,slurm,string,configuration,has_value,"""25.11.1""","""25.11.1""",has_value,"""25.11.1""",exact_trimmed_lower,correct_value,3fb1bb16-0484-40a7-bee0-1eecb2cbe43d,anvil,gpt-5-mini,bm25,1,0.3333333333333333,evaluation/profile-runs/anvil-gpt-5-mini-bm25-rep1/site-profile.json,has_value,"""25.11.1""",measurement,False
anvil,3,/slurm/submit_command,slurm,string,configuration,has_value,"""sbatch""","""sbatch""",has_value,"""sbatch""",exact_trimmed_lower,correct_value,3fb1bb16-0484-40a7-bee0-1eecb2cbe43d,anvil,gpt-5-mini,bm25,1,0.3333333333333333,evaluation/profile-runs/anvil-gpt-5-mini-bm25-rep1/site-profile.json,has_value,"""sbatch""",measurement,False
anvil,4,/slurm/default_partition,slurm,string,configuration,has_value,"""shared""","""shared""",has_value,"""shared""",exact_trimmed_lower,correct_value,3fb1bb16-0484-40a7-bee0-1eecb2cbe43d,anvil,gpt-5-mini,bm25,1,0.3333333333333333,evaluation/profile-runs/anvil-gpt-5-mini-bm25-rep1/site-profile.json,has_value,"""shared""",measurement,False
anvil,5,/slurm/options/account/syntax,slurm,array,policy,has_value,"[""--account={account}"", ""-A {account}""]","[""--account={account}"", ""-A {account}""]",has_value,"[""--account={account}"", ""-A {account}""]",pattern_any,correct_value,3fb1bb16-0484-40a7-bee0-1eecb2cbe43d,anvil,gpt-5-mini,bm25,1,0.3333333333333333,evaluation/profile-runs/anvil-gpt-5-mini-bm25-rep1/site-profile.json,missing,<missing>,,False
anvil,5,/slurm/options/account/required,slurm,boolean,policy,has_value,TRUE,TRUE,empty,null,exact_trimmed_lower,false_abstention,3fb1bb16-0484-40a7-bee0-1eecb2cbe43d,anvil,gpt-5-mini,bm25,1,0.3333333333333333,evaluation/profile-runs/anvil-gpt-5-mini-bm25-rep1/site-profile.json,missing,<missing>,,True
anvil,6,/slurm/options/partition/syntax,slurm,array,policy,has_value,"[""--partition={partition}"", ""-p {partition}""]","[""--partition={partition}"", ""-p {partition}""]",has_value,"[""--partition={partition}"", ""-p {partition}""]",pattern_any,correct_value,3fb1bb16-0484-40a7-bee0-1eecb2cbe43d,anvil,gpt-5-mini,bm25,1,0.3333333333333333,evaluation/profile-runs/anvil-gpt-5-mini-bm25-rep1/site-profile.json,missing,<missing>,,False
anvil,6,/slurm/options/partition/required,slurm,boolean,policy,has_value,TRUE,TRUE,empty,null,exact_trimmed_lower,false_abstention,3fb1bb16-0484-40a7-bee0-1eecb2cbe43d,anvil,gpt-5-mini,bm25,1,0.3333333333333333,evaluation/profile-runs/anvil-gpt-5-mini-bm25-rep1/site-profile.json,missing,<missing>,,True
anvil,7,/slurm/options/nodes/syntax,slurm,array,policy,has_value,"[""--nodes={count}"", ""-N {count}""]","[""--nodes={count}"", ""-N {count}""]",has_value,"[""--nodes={count}"", ""-N {count}""]",pattern_any,correct_value,3fb1bb16-0484-40a7-bee0-1eecb2cbe43d,anvil,gpt-5-mini,bm25,1,0.3333333333333333,evaluation/profile-runs/anvil-gpt-5-mini-bm25-rep1/site-profile.json,missing,<missing>,,False
anvil,7,/slurm/options/nodes/required,slurm,boolean,policy,has_value,FALSE,null,empty,null,exact_trimmed_lower,false_abstention,3fb1bb16-0484-40a7-bee0-1eecb2cbe43d,anvil,gpt-5-mini,bm25,1,0.3333333333333333,evaluation/profile-runs/anvil-gpt-5-mini-bm25-rep1/site-profile.json,missing,<missing>,,True
anvil,8,/slurm/options/cpus-per-task/syntax,slurm,array,policy,has_value,"[""--cpus-per-task={count}""]","[""--cpus-per-task={count}""]",has_value,"[""--cpus-per-task={count}""]",pattern_any,correct_value,3fb1bb16-0484-40a7-bee0-1eecb2cbe43d,anvil,gpt-5-mini,bm25,1,0.3333333333333333,evaluation/profile-runs/anvil-gpt-5-mini-bm25-rep1/site-profile.json,missing,<missing>,,False
anvil,8,/slurm/options/cpus-per-task/required,slurm,boolean,policy,has_value,FALSE,null,empty,null,exact_trimmed_lower,false_abstention,3fb1bb16-0484-40a7-bee0-1eecb2cbe43d,anvil,gpt-5-mini,bm25,1,0.3333333333333333,evaluation/profile-runs/anvil-gpt-5-mini-bm25-rep1/site-profile.json,missing,<missing>,,True
anvil,9,/slurm/options/time/syntax,slurm,array,policy,has_value,"[""--time={time}"", ""-t {time}""]","[""--time={time}"", ""-t {time}""]",has_value,"[""--time={time}"", ""-t {time}""]",pattern_any,correct_value,3fb1bb16-0484-40a7-bee0-1eecb2cbe43d,anvil,gpt-5-mini,bm25,1,0.3333333333333333,evaluation/profile-runs/anvil-gpt-5-mini-bm25-rep1/site-profile.json,missing,<missing>,,False
anvil,9,/slurm/options/time/required,slurm,boolean,policy,has_value,FALSE,null,empty,null,exact_trimmed_lower,false_abstention,3fb1bb16-0484-40a7-bee0-1eecb2cbe43d,anvil,gpt-5-mini,bm25,1,0.3333333333333333,evaluation/profile-runs/anvil-gpt-5-mini-bm25-rep1/site-profile.json,missing,<missing>,,True
anvil,10,/slurm/options/ntasks/syntax,slurm,array,policy,has_value,"[""--ntasks={count}"", ""-n {count}""]","[""--ntasks={count}"", ""-n {count}""]",missing,<missing>,pattern_any,false_abstention,3fb1bb16-0484-40a7-bee0-1eecb2cbe43d,anvil,gpt-5-mini,bm25,1,0.3333333333333333,evaluation/profile-runs/anvil-gpt-5-mini-bm25-rep1/site-profile.json,missing,<missing>,,True
anvil,10,/slurm/options/ntasks/required,slurm,boolean,policy,has_value,FALSE,null,missing,<missing>,exact_trimmed_lower,false_abstention,3fb1bb16-0484-40a7-bee0-1eecb2cbe43d,anvil,gpt-5-mini,bm25,1,0.3333333333333333,evaluation/profile-runs/anvil-gpt-5-mini-bm25-rep1/site-profile.json,missing,<missing>,,True
anvil,11,/slurm/options/mem/syntax,slurm,array,policy,has_value,"[""--mem={size}""]","[""--mem={size}""]",missing,<missing>,pattern_any,false_abstention,3fb1bb16-0484-40a7-bee0-1eecb2cbe43d,anvil,gpt-5-mini,bm25,1,0.3333333333333333,evaluation/profile-runs/anvil-gpt-5-mini-bm25-rep1/site-profile.json,missing,<missing>,,True
anvil,11,/slurm/options/mem/required,slurm,boolean,policy,has_value,FALSE,null,missing,<missing>,exact_trimmed_lower,false_abstention,3fb1bb16-0484-40a7-bee0-1eecb2cbe43d,anvil,gpt-5-mini,bm25,1,0.3333333333333333,evaluation/profile-runs/anvil-gpt-5-mini-bm25-rep1/site-profile.json,missing,<missing>,,True
anvil,12,/slurm/options/job-name/syntax,slurm,array,policy,has_value,"[""--job-name={name}"", ""-J {name}""]","[""--job-name={name}"", ""-J {name}""]",missing,<missing>,pattern_any,false_abstention,3fb1bb16-0484-40a7-bee0-1eecb2cbe43d,anvil,gpt-5-mini,bm25,1,0.3333333333333333,evaluation/profile-runs/anvil-gpt-5-mini-bm25-rep1/site-profile.json,missing,<missing>,,True
anvil,12,/slurm/options/job-name/required,slurm,boolean,policy,has_value,FALSE,null,missing,<missing>,exact_trimmed_lower,false_abstention,3fb1bb16-0484-40a7-bee0-1eecb2cbe43d,anvil,gpt-5-mini,bm25,1,0.3333333333333333,evaluation/profile-runs/anvil-gpt-5-mini-bm25-rep1/site-profile.json,missing,<missing>,,True
anvil,13,/slurm/partitions/wholenode/maximum_walltime_seconds,slurm,integer,policy,has_value,345600,-1,has_value,-1,numeric_exact,incorrect_value,3fb1bb16-0484-40a7-bee0-1eecb2cbe43d,anvil,gpt-5-mini,bm25,1,0.3333333333333333,evaluation/profile-runs/anvil-gpt-5-mini-bm25-rep1/site-profile.json,has_value,-1,measurement,True
anvil,13,/slurm/partitions/wholenode/maximum_nodes_per_job,slurm,integer,policy,has_value,16,16,empty,null,numeric_exact,false_abstention,3fb1bb16-0484-40a7-bee0-1eecb2cbe43d,anvil,gpt-5-mini,bm25,1,0.3333333333333333,evaluation/profile-runs/anvil-gpt-5-mini-bm25-rep1/site-profile.json,missing,<missing>,,True
anvil,13,/slurm/partitions/wholenode/shared_nodes,slurm,boolean,policy,has_value,FALSE,FALSE,empty,null,exact_trimmed_lower,false_abstention,3fb1bb16-0484-40a7-bee0-1eecb2cbe43d,anvil,gpt-5-mini,bm25,1,0.3333333333333333,evaluation/profile-runs/anvil-gpt-5-mini-bm25-rep1/site-profile.json,missing,<missing>,,True
anvil,13,/slurm/partitions/wholenode/node_count,slurm,integer,configuration,has_value,750,750,has_value,750,numeric_exact,correct_value,3fb1bb16-0484-40a7-bee0-1eecb2cbe43d,anvil,gpt-5-mini,bm25,1,0.3333333333333333,evaluation/profile-runs/anvil-gpt-5-mini-bm25-rep1/site-profile.json,has_value,750,measurement,False
anvil,13,/slurm/partitions/wholenode/cpus_per_node,slurm,integer,configuration,has_value,128,128,has_value,128,numeric_exact,correct_value,3fb1bb16-0484-40a7-bee0-1eecb2cbe43d,anvil,gpt-5-mini,bm25,1,0.3333333333333333,evaluation/profile-runs/anvil-gpt-5-mini-bm25-rep1/site-profile.json,has_value,128,measurement,False
anvil,13,/slurm/partitions/wholenode/memory_mib_per_node,slurm,integer,configuration,has_value,257400,257400,has_value,257400,numeric_exact,correct_value,3fb1bb16-0484-40a7-bee0-1eecb2cbe43d,anvil,gpt-5-mini,bm25,1,0.3333333333333333,evaluation/profile-runs/anvil-gpt-5-mini-bm25-rep1/site-profile.json,has_value,257400,measurement,False
anvil,13,/slurm/partitions/wholenode/gpu_count_per_node,slurm,integer,configuration,absent,-,null,empty,null,numeric_exact,correct_abstention,3fb1bb16-0484-40a7-bee0-1eecb2cbe43d,anvil,gpt-5-mini,bm25,1,0.3333333333333333,evaluation/profile-runs/anvil-gpt-5-mini-bm25-rep1/site-profile.json,empty,null,,False
